title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Luv 2 Feel Your Body,N,39.54,37.14,17.8,0,0,12.43,437,NOTES
Luv 2 Feel Your Body,H,49.05,50,18.46,0,0,18.35,542,PEAK
Luv 2 Feel Your Body,A,75.92,82.85,18.46,0,0,63.01,839,PEAK
memories,N,47.22,41.42,24.4,0,0,7.8,578,NOTES
memories,H,86.27,80,36.9,0,0,60.71,1056,NOTES
memories,A,94.52,82.85,44.04,0,0,70.4,1157,NOTES
murmur twins,N,46.25,38.57,17.82,0,0,11.08,567,NOTES
murmur twins,H,69.66,67.14,19.61,0,0,28.89,854,NOTES
murmur twins,A,98.46,88.57,35.06,0,0,70.05,1207,NOTES
MUSIC TO YOUR HEAD,N,33.91,42.85,19.64,0,0,3,415,PEAK
MUSIC TO YOUR HEAD,H,60.71,57.14,22.02,0,0,21.65,743,NOTES
MUSIC TO YOUR HEAD,A,69.38,72.85,24.41,0,0,37.13,849,PEAK
OUTER LIMITS,N,27.76,41.42,24.22,0,0,8.25,334,PEAK
OUTER LIMITS,H,55.7,60,23.01,0,0,31.57,670,PEAK
PLEASE DON'T GO,N,41.71,41.42,10.83,0,0,2.6,505,NOTES
PLEASE DON'T GO,H,59.05,52.85,49.95,0,0,15.77,715,NOTES
PLEASE DON'T GO,A,103.33,109.21,69.2,0,0,96.95,1251,PEAK
rainbow flyer,N,32.92,57.14,12.5,0,0,4.17,422,PEAK
rainbow flyer,H,67.02,74.28,15.91,0,0,33.21,859,PEAK
rainbow flyer,A,84.34,97.14,20.46,0,0,66.98,1081,PEAK
STAR DREAM,N,35.73,34.28,28.92,0,0,7.19,396,NOTES
STAR DREAM,H,61.08,55.71,34.18,0,0,36.22,677,NOTES
STAR DREAM,A,65.41,80,22.35,0,0,38.64,725,PEAK
thunder,N,48.84,51.42,7.59,0,0,14.51,609,PEAK
thunder,H,65.52,61.42,12.27,0,0,33.64,817,NOTES
thunder,A,76.91,70,12.85,0,0,50.15,959,NOTES
WAR GAME,N,38.22,54.28,3.99,0,0,26,488,PEAK
WAR GAME,H,61.8,61.42,99.3,0,0,38.71,789,SCRATCH
WAR GAME,A,84.36,105.26,111.91,0,0,103.62,1077,SCRATCH
World Wide Love,N,30.32,31.42,2.5,0,0,15.89,353,PEAK
World Wide Love,H,45.19,50,7.51,0,0,37.01,526,PEAK
World Wide Love,A,48.02,52.85,8.13,0,0,43.21,559,PEAK
xenon,N,52.18,45.71,17.34,0,0,13.55,570,NOTES
xenon,H,79.37,64.28,32.68,0,0,18.99,867,NOTES
xenon,A,126.24,100,32.68,0,0,81.43,1379,NOTES
合体せよ！ストロングイェーガー！！,N,67.55,57.14,2.42,0,0,5.11,811,NOTES
合体せよ！ストロングイェーガー！！,H,73.21,61.42,23.66,0,0,17.9,879,NOTES
桜,N,52.63,51.42,43.94,116.74,0,16.52,541,SOFLAN
桜,H,79.67,82.85,56.7,147.03,0,54.79,819,SOFLAN
桜,A,109.24,118.42,58.82,151.6,0,109.62,1123,SOFLAN
蒼い衝動,N,41.99,38.57,28.76,0,0,17.27,468,NOTES
蒼い衝動,H,62.28,58.57,36.61,0,0,38.31,694,NOTES
蒼い衝動,A,72.06,75.71,37.26,0,0,56.25,803,PEAK
lower world,N,53.21,57.14,18.67,0,0,14.51,706,PEAK
lower world,H,73.79,74.28,29.65,0,0,41.58,979,PEAK
lower world,A,86.23,92.85,30.75,0,0,69.74,1144,PEAK
Silvia Drive,N,37.06,37.14,12.58,0,0,7.51,429,PEAK
Silvia Drive,H,68.24,67.14,18.88,0,0,45.31,790,NOTES
Silvia Drive,A,90.62,84.28,20.14,0,0,81.61,1049,NOTES
lights,N,26.89,42.85,9.87,0,0,3.2,357,PEAK
lights,H,56.72,58.57,12.07,0,0,29.51,753,PEAK
lights,A,68.55,75.71,13.17,0,0,49.19,910,PEAK
fun,N,30.23,35.71,24.79,77.64,0,5.85,311,SOFLAN
fun,H,56.97,64.28,50.29,98.58,0,21.59,586,SOFLAN
fun,A,92.37,98.57,51.71,121.85,0,82.07,950,SOFLAN
Be Rock U (1998 burst style),N,38.68,41.42,43.36,0,0,8.2,442,SCRATCH
Be Rock U (1998 burst style),H,60.48,65.71,50.38,0,0,16.76,691,PEAK
Be Rock U (1998 burst style),A,81.93,84.28,50.38,0,0,54.52,936,PEAK
Prelude,N,37.05,41.42,15.26,10.45,0,6.8,442,PEAK
Prelude,H,59.26,60,16.49,30.58,0,14.11,707,PEAK
Prelude,A,86.68,95.71,18.93,49.11,0,64.03,1034,PEAK
BREEDING,N,36.84,44.28,17.12,0,0,1.4,439,PEAK
BREEDING,H,61.43,52.85,21.4,0,0,34.96,732,NOTES
BREEDING,A,65.29,62.85,25.68,0,0,38.96,778,NOTES
ADVANCE,N,21.16,24.28,17.27,0,0,2.2,241,PEAK
ADVANCE,H,38.99,38.57,6.39,0,0,8.8,444,NOTES
ADVANCE,A,59.1,70,63.98,0,0,33.91,673,PEAK
Cradle,N,40.94,42.85,21.76,18.22,0,13.4,466,PEAK
Cradle,H,65.99,78.57,28.16,26.73,0,54.08,751,PEAK
Cradle,A,70.56,91.42,43.53,29.16,0,65.93,803,PEAK
Make A Difference,N,36.35,40,21.42,0,0,14.43,445,PEAK
Make A Difference,H,69.11,71.42,36.31,0,0,50.58,846,PEAK
Make A Difference,A,94.36,92.85,40.47,0,0,99.86,1155,CHORD
moon_child,N,41.59,51.42,22.17,25.93,0,22.85,533,PEAK
moon_child,H,80.06,100,26.15,35.62,0,48.15,1026,PEAK
moon_child,A,101.44,121.05,49.46,35.9,0,104.26,1300,PEAK
The end of my spiritually,N,38.38,34.28,14.87,0,0,13.25,470,NOTES
The end of my spiritually,H,49,42.85,24.99,0,0,23.29,600,NOTES
The end of my spiritually,A,53.57,58.57,18.44,0,0,28.93,656,PEAK
昭和企業戦士荒山課長,N,32.11,28.57,38.7,0,0,3.4,399,SCRATCH
昭和企業戦士荒山課長,H,60.52,57.14,45.73,0,0,55.28,752,NOTES
昭和企業戦士荒山課長,A,65.83,68.57,45.73,0,0,71.98,818,CHORD
ライオン好き,N,27.25,31.42,25.34,0,0,7.6,329,PEAK
ライオン好き,H,49.69,48.57,25.34,0,0,44.2,600,NOTES
ライオン好き,A,62.53,88.57,25.34,0,0,73.92,755,PEAK
The Biggest Roaster,N,33.94,37.14,51.98,0,0,13.07,314,SCRATCH
The Biggest Roaster,H,57.19,60,53.56,0,0,42.29,529,PEAK
The Biggest Roaster,A,63.02,61.42,53.56,0,0,55.39,583,NOTES
ACT,N,47.13,51.42,21.94,0,0,25.05,532,PEAK
ACT,H,76.54,70,22.59,0,0,48.07,864,NOTES
ACT,A,82.83,72.85,40.01,0,0,56.97,935,NOTES
SNOW,N,47.88,45.71,0.65,0,0,17,534,NOTES
SNOW,H,63.12,67.14,0.65,0,0,28.23,704,PEAK
SNOW,A,93.08,98.57,14.37,0,0,81.22,1038,PEAK
POWER DREAM,N,34.01,32.85,3.78,0,0,4.11,393,NOTES
POWER DREAM,H,70.8,64.28,5.67,0,0,33.59,818,NOTES
POWER DREAM,A,81.28,71.42,29.64,0,0,57.15,939,NOTES
SWEETEST SAVAGE,N,29.44,38.57,16.64,0,0,3,335,PEAK
SWEETEST SAVAGE,H,61.87,72.85,59.54,0,0,31.81,704,PEAK
SWEETEST SAVAGE,A,81.73,103.94,113.38,0,0,69.85,930,SCRATCH
rottel-the-Mercury,N,44.24,48.57,16.02,0,0,15.07,503,PEAK
rottel-the-Mercury,H,84.71,88.57,35.24,0,0,87.21,963,PEAK
rottel-the-Mercury,A,100.01,100,52.55,0,0,112.97,1137,CHORD
one or eight,N,69.85,57.14,68.1,0,0,21.47,695,NOTES
one or eight,H,99,102.63,79.82,0,0,60.98,985,PEAK
one or eight,A,118.3,126.31,108.73,0,0,95.63,1177,PEAK
LOVE♥SHINE,N,43.48,48.57,29.26,0,0,8.11,433,PEAK
LOVE♥SHINE,H,92.49,100,43.16,0,0,80.4,921,PEAK
LOVE♥SHINE,A,105.04,103.94,49.02,0,0,104.04,1046,NOTES
PARANOIA survivor MAX,N,46.16,40,32.28,140.8,0,14.15,448,SOFLAN
PARANOIA survivor MAX,H,68.21,57.14,43.54,155.99,0,24.47,662,SOFLAN
PARANOIA survivor MAX,A,77.69,74.28,43.54,161.62,0,43.82,754,SOFLAN
HYPER EUROBEAT (2DX style),N,46.73,42.85,15.89,0,0,17.19,557,NOTES
HYPER EUROBEAT (2DX style),H,70.73,68.57,20.78,0,0,48,843,NOTES
HYPER EUROBEAT (2DX style),A,83.06,100,22.61,0,0,70.97,990,PEAK
Sweet Sweet ♥ Magic,N,54.05,45.71,13.92,0,0,21.73,509,NOTES
Sweet Sweet ♥ Magic,H,83.26,67.14,21.66,0,0,31.07,784,NOTES
Sweet Sweet ♥ Magic,A,109.6,92.85,29.4,0,0,80.84,1032,NOTES
bag,N,48.73,38.57,35.65,0,0,9,468,NOTES
bag,H,64.66,52.85,43.24,0,0,16.77,621,NOTES
bag,A,100.27,88.57,43.24,0,0,82.53,963,NOTES
e-motion 2003 -romantic extra-,N,50.95,57.14,5.53,0,0,6.51,671,PEAK
e-motion 2003 -romantic extra-,H,62.57,62.85,7.74,0,0,22.59,824,PEAK
e-motion 2003 -romantic extra-,A,76.01,94.28,9.4,0,0,49.21,1001,PEAK
Abyss -The Heavens Remix-,N,65.25,57.14,39.1,0,0,24.81,766,NOTES
Abyss -The Heavens Remix-,H,79.9,82.85,43.44,0,0,52.83,938,PEAK
Abyss -The Heavens Remix-,A,101.2,94.28,43.44,0,0,97.24,1188,NOTES
Abyss -The Heavens Remix-,L,138.92,117.1,43.89,0,0,135.95,1637,NOTES
Distress,N,56,67.14,59.63,0,0,27.67,691,PEAK
Distress,H,75.93,110.52,60.81,0,0,64.31,937,PEAK
Let The Snow Paint Me -Y&Co. Remix-,N,37.3,45.71,12.2,0,0,13.23,423,PEAK
Let The Snow Paint Me -Y&Co. Remix-,H,56.79,58.57,12.2,0,0,31.1,644,PEAK
Let The Snow Paint Me -Y&Co. Remix-,A,80.24,90,14.77,0,0,68.4,910,PEAK
RISLIM -Remix-,N,37.01,40,25.3,0,0,18.75,405,PEAK
RISLIM -Remix-,H,46.42,52.85,32.62,0,0,24.43,508,PEAK
RISLIM -Remix-,A,87.64,95.71,43.28,0,0,84.53,959,PEAK
BRIGHTNESS DARKNESS,N,31.32,37.14,15.71,0,0,4.77,363,PEAK
BRIGHTNESS DARKNESS,H,64.72,78.57,38.35,0,0,43.08,750,PEAK
BRIGHTNESS DARKNESS,A,76.72,84.28,38.35,0,0,70.42,889,PEAK
Quickening,N,45.76,50,16.04,0,0,7.05,478,PEAK
Quickening,H,83.77,75.71,16.04,0,0,51.08,875,NOTES
Quickening,A,101.67,95.71,17.43,0,0,88.25,1062,NOTES
pandora,N,36.67,38.57,19.38,0,0,10.09,455,PEAK
pandora,H,68.67,70,17.03,0,0,20.09,852,PEAK
pandora,A,75.04,84.28,22.9,0,0,33.95,931,PEAK
BABY LOVE,N,47.66,48.57,29.03,0,0,20.47,598,PEAK
BABY LOVE,H,68.94,65.71,41.23,0,0,47.9,865,NOTES
BABY LOVE,A,86.8,91.42,59.23,0,0,86.43,1089,PEAK
No.13,N,2.67,0.22,1.12,0.28,0.8,0.17,855,NOTES
No.13,H,0.02,0.02,0.39,0.28,0.12,0.13,1376,SCRATCH
No.13,A,0.15,0.19,0.01,0.4,0.06,0.22,1607,SOFLAN
desolation,N,19.74,22.85,7.63,0,0,2,245,PEAK
desolation,H,26.67,30,17.61,0,0,4.6,331,PEAK
desolation,A,31.1,35.71,24.06,0,0,7.97,386,PEAK
EXE,N,39.34,35.71,21.75,0,0,4.05,448,NOTES
EXE,H,72.79,64.28,27.51,0,0,35.71,829,NOTES
EXE,A,99.31,78.57,31.98,0,0,67.71,1131,NOTES
SHOOTING STAR,N,0.82,0.13,10.11,0.05,10.12,0.05,651,CHARGE
SHOOTING STAR,H,10.13,0.05,0.16,0.13,0.55,0.19,855,NOTES
SHOOTING STAR,A,92.31,91.42,24.64,0,0,89.73,1146,NOTES
Ready To Rockit Blues,N,26.46,30,6.46,0,0,10,298,PEAK
Ready To Rockit Blues,H,47.33,52.85,12.29,0,0,25.69,533,PEAK
Ready To Rockit Blues,A,63.84,67.14,12.29,0,80.68,44.49,719,CHARGE
Boundary,N,1.83,0.17,0.2,0.19,1.11,0.38,440,NOTES
Boundary,H,1.7,0.16,1.42,0.16,0.82,0.13,930,NOTES
Boundary,A,89.84,82.85,34.92,0,0,101.43,1031,CHORD
LIMITED,N,0.55,0.19,24.04,0.16,1.45,0.41,333,SCRATCH
LIMITED,H,2.67,0.22,1.12,0.28,0.8,0.17,677,NOTES
LIMITED,A,0.02,0.02,0.39,0.28,0.12,0.13,753,SCRATCH
Lucy,N,39.12,35.71,11.16,0,0,8.91,485,NOTES
Lucy,H,72.84,77.14,15.86,0,0,49.19,903,PEAK
Lucy,A,94.15,94.28,27.62,0,0,98.49,1167,CHORD
システムロマンス,N,34.61,40,15.96,0,0,11.8,458,PEAK
システムロマンス,H,68.08,67.14,14.31,0,0,62.5,901,NOTES
システムロマンス,A,77.3,88.57,15.41,0,0,83.71,1023,PEAK
SPACE FIGHT,N,29.56,37.14,22.98,0,0,5.2,328,PEAK
SPACE FIGHT,H,69.22,72.85,32.83,0,0,47.73,768,PEAK
SPACE FIGHT,A,102.2,102.63,34.14,0,0,105.82,1134,CHORD
Back Into The Light,N,51.32,47.14,4.96,0,0,15.51,602,NOTES
Back Into The Light,H,71.18,58.57,4.96,0,0,30.15,835,NOTES
Back Into The Light,A,92.58,77.14,4.96,0,0,55.11,1086,NOTES
Rise'n Beauty,N,51.13,48.57,5.14,0,0,22.59,652,NOTES
Rise'n Beauty,H,65.95,67.14,5.14,0,0,29.35,841,PEAK
Rise'n Beauty,A,85.8,80,5.14,0,0,65.12,1094,NOTES
雪月花,N,1.12,0.28,0.8,0.17,0.02,0.02,636,NOTES
雪月花,H,0.39,0.28,0.12,0.13,0.15,0.19,979,NOTES
雪月花,A,0.01,0.4,0.06,0.22,1.23,0.22,1287,CHARGE
Narcissus At Oasis,N,32.4,35.71,17.46,0,0,14.07,392,PEAK
Narcissus At Oasis,H,66.71,87.14,21.08,0,0,51.22,807,PEAK
Narcissus At Oasis,A,69.28,98.57,23.49,0,0,54.81,838,PEAK
rainbow rainbow,N,0.02,0.02,0.39,0.28,0.12,0.13,799,SCRATCH
rainbow rainbow,H,0.15,0.19,0.01,0.4,0.06,0.22,1156,SOFLAN
rainbow rainbow,A,1.23,0.22,0.87,0.22,0.33,0.39,1377,NOTES
Love Is Eternity,N,47.43,50,17.77,0,0,15.05,622,PEAK
Love Is Eternity,H,77.47,71.42,18.33,0,0,20.68,1016,NOTES
Love Is Eternity,A,92.65,90,23.33,0,0,52.61,1215,NOTES
HIGH,N,42.14,54.28,28.74,0,0,13.71,470,PEAK
HIGH,H,87.43,92.85,40.5,0,0,86.66,975,PEAK
HIGH,A,97.56,94.28,59.45,0,0,99.04,1088,CHORD
LOW,N,0.17,0.18,0.5,1.29,1.1,0.05,346,SOFLAN
LOW,H,24.01,0.16,9.95,1.05,0.14,0.12,767,NOTES
LOW,A,0.03,0.02,0.3,0.05,43.93,0.22,881,CHARGE
FEEL IT,N,42.11,34.28,36.25,0,0,17.05,474,NOTES
FEEL IT,H,0.8,0.17,0.02,0.02,0.39,0.28,888,NOTES
FEEL IT,A,0.12,0.13,0.15,0.19,0.01,0.4,1013,CHORD
1st Samurai,N,0.39,0.28,0.12,0.13,0.15,0.19,546,NOTES
1st Samurai,H,0.01,0.4,0.06,0.22,1.23,0.22,1016,CHARGE
1st Samurai,A,0.87,0.22,0.33,0.39,2.12,0.39,1383,CHARGE
Debtty Daddy,N,0.08,0.12,0.21,0.11,0.17,0.18,533,SCRATCH
Debtty Daddy,H,0.5,1.29,1.1,0.05,24.01,0.16,1008,CHARGE
Debtty Daddy,A,9.95,1.05,0.14,0.12,0.03,0.02,1371,NOTES
ASTRAL VOYAGE,N,1.7,0.16,1.42,0.16,0.82,0.13,510,NOTES
ASTRAL VOYAGE,H,60.28,60,17.52,0,0,26.2,727,NOTES
ASTRAL VOYAGE,A,0.16,0.13,0.55,0.19,24.04,0.16,971,CHARGE
DoLL,N,40.48,41.42,22.82,0,0,18.53,478,PEAK
DoLL,H,53.01,54.28,25.91,0,0,29.28,626,PEAK
DoLL,A,68.59,67.14,25.91,0,0,61.5,810,NOTES
One More Lovely,N,38.98,40,23.94,0,0,12.57,439,PEAK
One More Lovely,H,0.82,0.13,10.11,0.05,10.12,0.05,832,CHARGE
One More Lovely,A,10.13,0.05,0.16,0.13,0.55,0.19,1452,NOTES
GHOST REVIVAL,N,0.01,0.4,0.06,0.22,1.23,0.22,466,CHARGE
GHOST REVIVAL,H,0.87,0.22,0.33,0.39,2.12,0.39,1049,CHARGE
GHOST REVIVAL,A,1.31,0.22,9.98,0.13,0.08,0.12,1311,SCRATCH
GRADIUS -FULL SPEED-,N,4.47,7.92,12.72,0,0,0,385,SCRATCH
GRADIUS -FULL SPEED-,H,0.16,0.13,0.55,0.19,24.04,0.16,643,CHARGE
GRADIUS -FULL SPEED-,A,88.83,106.57,14.46,120.79,0,63.61,1074,SOFLAN
A-JAX (3-WAY MIX),N,10.13,0.05,0.16,0.13,0.55,0.19,428,NOTES
A-JAX (3-WAY MIX),H,52.56,68.57,43.93,71.81,0,16.43,680,SOFLAN
A-JAX (3-WAY MIX),A,1.12,0.28,0.8,0.17,0.02,0.02,1066,NOTES
BLOCKS,N,40.7,55.71,6.4,0,0,7.25,417,PEAK
BLOCKS,H,65.89,61.42,11.37,0,0,21.71,675,NOTES
BLOCKS,A,97.62,125,16.35,0,0,74.65,1000,PEAK
BREATH,N,45.2,55.71,7.02,0,0,4.45,469,PEAK
BREATH,H,63.9,62.85,14.04,0,0,34.04,663,NOTES
BREATH,A,84.33,113.15,36.51,0,0,75.4,875,PEAK
TEXTURE,N,26.11,27.14,7.16,0,0,2,292,PEAK
TEXTURE,H,44.18,45.71,24.76,0,0,14.35,494,PEAK
TEXTURE,A,53.12,55.71,35.18,0,0,26.15,594,PEAK
Don't be afraid myself,N,45.96,50,18.93,0,0,12.57,566,PEAK
Don't be afraid myself,H,77.95,74.28,27.21,0,0,41.8,960,NOTES
Don't be afraid myself,A,93.79,102.63,37.86,0,0,77.87,1155,PEAK
太陽～T・A・I・Y・O～,N,36.84,34.28,37.8,0,0,12.29,419,SCRATCH
太陽～T・A・I・Y・O～,H,63.75,65.71,37.8,0,0,37.6,725,PEAK
太陽～T・A・I・Y・O～,A,77.38,80,46.13,0,0,69.69,880,PEAK
KEY,N,2,0.55,1.09,1.41,2.13,0.78,573,CHARGE
KEY,H,1.69,1.08,0.86,2.44,2.34,1.01,950,SOFLAN
KEY,A,1.22,1.74,0.08,1.86,1.2,0.37,1436,SOFLAN
awakening,N,43.07,47.14,9.64,0,0,10.51,553,PEAK
awakening,H,58.41,61.42,10.21,0,0,15.77,750,PEAK
awakening,A,67.44,84.28,10.21,0,0,31.29,866,PEAK
Sphere,N,48.43,57.14,12.39,0,0,12.71,541,PEAK
Sphere,H,89.17,88.57,26.09,0,0,63.49,996,NOTES
Sphere,A,99.47,109.21,33.92,0,0,88.04,1111,PEAK
ＵＬＴｉＭΛＴＥ,N,39.65,41.42,25.28,0,0,18.09,480,PEAK
ＵＬＴｉＭΛＴＥ,H,61.46,68.57,25.28,0,0,26.63,744,PEAK
ＵＬＴｉＭΛＴＥ,A,83.11,91.42,40.93,0,0,80.22,1006,PEAK
spiral galaxy,N,41.3,42.85,24.84,0,0,8.4,545,PEAK
spiral galaxy,H,80.41,68.57,20.43,0,0,31.98,1061,NOTES
spiral galaxy,A,99.28,95.71,25.4,0,0,64.12,1310,NOTES
spiral galaxy,L,143.07,122.36,25.1,0,0,128.82,1910,NOTES
ANDROMEDA,N,38.16,34.28,13.44,0,0,10.14,517,NOTES
ANDROMEDA,H,71.83,58.57,11.29,0,0,13.34,973,NOTES
ANDROMEDA,A,106.74,106.57,13.98,0,0,91.34,1446,NOTES
RESONATE 1794,N,36.06,40,25.21,0,0,8.45,469,PEAK
RESONATE 1794,H,57.28,70,25.21,0,0,20.55,745,PEAK
RESONATE 1794,A,73.12,107.89,44.81,0,0,60.2,951,PEAK
earth scape,N,18.02,22.85,3.99,115.99,0,2.4,230,SOFLAN
earth scape,H,41.54,45.71,3.99,154.88,0,30.59,530,SOFLAN
earth scape,A,50.47,70,8.56,158.74,0,53.24,644,SOFLAN
Close my Eyes for Me,N,41.87,44.28,45.56,20.51,0,25.07,529,SCRATCH
Close my Eyes for Me,H,59.76,68.57,70.36,26.93,0,39.81,755,SCRATCH
Close my Eyes for Me,A,75.04,74.28,102.89,32.92,0,64.85,948,SCRATCH
"ピアノ協奏曲第1番""蠍火""",N,32.1,47.14,14.41,96.88,0,16.23,422,SOFLAN
"ピアノ協奏曲第1番""蠍火""",H,84.53,109.21,28.82,150.45,0,53.5,1111,SOFLAN
"ピアノ協奏曲第1番""蠍火""",A,107.58,142.1,49.89,160.09,0,106.72,1414,SOFLAN
INJECTION OF LOVE,N,30.71,38.57,16.3,0,0,7.97,343,PEAK
INJECTION OF LOVE,H,47.63,60,32.61,0,0,28.17,532,PEAK
INJECTION OF LOVE,A,68.85,85.71,63.92,0,0,66.62,769,PEAK
The Hope of Tomorrow,N,42.04,41.42,9.71,0,0,10.05,536,NOTES
The Hope of Tomorrow,H,68.55,90,8,0,0,34.01,874,PEAK
The Hope of Tomorrow,A,77.8,106.57,8,0,0,50.84,992,PEAK
RED ZONE,N,51.64,51.42,27.2,0,0,17.45,567,NOTES
RED ZONE,H,88.8,70,31.85,0,0,41.2,975,NOTES
RED ZONE,A,107.84,97.14,39.15,0,0,79.73,1184,NOTES
RED ZONE,L,142.63,115.78,58.39,0,2.34,129.49,1566,NOTES
Be quiet,N,46.92,50,37.91,0,0,13.37,559,PEAK
Be quiet,H,75.03,80,51.36,0,0,50.12,894,PEAK
Be quiet,A,93.5,107.89,55.03,0,0,86.51,1114,PEAK
Be quiet,L,122.79,121.05,173.1,0,8.28,125.14,1463,SCRATCH
AGEHA,N,43.39,50,20.6,0,0,16.69,537,PEAK
AGEHA,H,71.75,78.57,41.2,0,0,57.29,888,PEAK
AGEHA,A,76.6,91.42,43.56,0,0,69.55,948,PEAK
AGEHA,L,99.55,106.57,88.3,0,73.96,111.54,1232,CHORD
gigadelic,N,58.5,75.71,33.16,0,0,42,771,PEAK
gigadelic,H,84.67,121.05,58.59,0,0,61.02,1116,PEAK
gigadelic,A,98.71,123.68,67.99,0,0,88.84,1301,PEAK
HORIZON,N,42.37,40,16.96,0,0,9.11,546,NOTES
HORIZON,H,61,60,19.79,0,0,32.49,786,NOTES
HORIZON,A,76.83,92.85,20.35,0,0,66.97,990,PEAK
AA,N,53.14,61.42,13.26,0,0,28.62,642,PEAK
AA,H,114.72,97.14,13.26,0,0,73.75,1386,NOTES
AA,A,151.77,142.1,13.87,0,0,127.53,1834,NOTES
D.A.N.C.E.!,N,26.98,30,32.21,0,0,2.2,299,SCRATCH
D.A.N.C.E.!,H,38.89,42.85,37.47,0,0,13.05,431,PEAK
D.A.N.C.E.!,A,74.54,84.28,59.17,0,0,74.83,826,PEAK
NEBULA GRASPER,N,56.08,58.57,16.55,0.61,0,44.46,691,PEAK
NEBULA GRASPER,H,83.51,71.42,13,0.69,0,13.8,1029,NOTES
NEBULA GRASPER,A,100.72,87.14,16.55,0.88,0,60.54,1241,NOTES
Raspberry♡Heart (English version),N,48.88,52.85,25.48,0,0,12.15,531,PEAK
Raspberry♡Heart (English version),H,73.36,77.14,33.53,0,0,47.96,797,PEAK
Raspberry♡Heart (English version),A,85.79,81.42,48.28,0,0,73.97,932,NOTES
GENOCIDE,N,59.1,60,19.8,0,0,10.71,587,PEAK
GENOCIDE,H,111.05,101.31,36.67,0,0,58.46,1103,NOTES
GENOCIDE,A,123.04,102.63,45.48,0,0,79.92,1222,NOTES
double thrash,N,42.05,51.42,15.69,0,0,1,527,PEAK
double thrash,H,85.06,81.42,36.62,0,0,46.86,1066,NOTES
double thrash,A,96.23,85.71,67.43,0,0,61.59,1206,NOTES
キャッシュレスは愛情消すティッシュ,N,35.46,35.71,6.31,23.59,0,9,409,PEAK
キャッシュレスは愛情消すティッシュ,H,59.75,67.14,17.69,32.43,0,37.63,689,PEAK
キャッシュレスは愛情消すティッシュ,A,93.57,91.42,12,40.32,0,69.73,1079,NOTES
Little Little Princess,N,43.93,51.42,25.23,0,0,16.89,558,PEAK
Little Little Princess,H,87.45,77.14,30.2,28.94,0,59.71,1118,NOTES
Little Little Princess,A,111.08,106.57,41.6,39.59,0,106.42,1420,NOTES
Little Little Princess,L,152.18,155.35,44.45,39.59,0,163.74,1946,CHORD
ヒマワリ,N,24.19,37.14,12.37,0,0,4.8,285,PEAK
ヒマワリ,H,80.41,68.57,50.1,0,0,58.55,947,NOTES
ヒマワリ,A,88.47,77.14,50.1,0,0,73.88,1042,NOTES
冥,N,41.75,45.71,13.15,141.3,0,2.4,555,SOFLAN
冥,H,83.59,82.85,34.53,158.44,0,25.73,1111,SOFLAN
冥,A,150.46,180.35,26.86,183.46,0,140.96,2000,SOFLAN
MOON RACE,N,36.7,38.57,13.55,0,0,4.6,434,PEAK
MOON RACE,H,50.57,57.14,9.24,0,0,3.2,598,PEAK
MOON RACE,A,80.93,81.42,16.02,0,0,36.99,957,PEAK
LESSON 5,N,50.13,48.57,16.75,0,0,13.91,654,NOTES
LESSON 5,H,72.74,64.28,22.89,0,0,51.61,949,NOTES
LESSON 5,A,96.66,84.28,22.89,0,0,104.3,1261,CHORD
rage against usual,N,54.78,60,24.62,0,0,12.84,697,PEAK
rage against usual,H,83.31,88.57,40.08,0,0,53.38,1060,PEAK
rage against usual,A,120.01,171.42,91.04,0,0,118.63,1527,PEAK
INAZUMA,N,47.1,38.57,20.18,0,0,8.65,561,NOTES
INAZUMA,H,78.08,72.85,21.41,0,0,25.52,930,NOTES
INAZUMA,A,114.86,101.31,21.41,0,0,86.2,1368,NOTES
INAZUMA,L,171.04,140.78,21.41,0,0,174.94,2042,CHORD
HAPPY☆ANGEL,N,48.58,44.28,30.61,0,0,28.81,555,NOTES
HAPPY☆ANGEL,H,68.45,57.14,44.64,0,0,45.1,782,NOTES
HAPPY☆ANGEL,A,92.08,84.28,45.91,0,0,79.44,1052,NOTES
EDEN,N,52.93,54.28,19.28,0,0,23.65,660,PEAK
EDEN,H,77.71,65.71,23.37,0,0,64.95,969,NOTES
EDEN,A,109.31,88.57,29.21,0,0,117.61,1363,CHORD
EDEN,L,131.28,113.15,46.74,0,0,145.09,1637,CHORD
CaptivAte～浄化～,N,40.7,44.28,33.43,0,0,9.85,541,PEAK
CaptivAte～浄化～,H,71.17,75.71,46.59,0,0,70.68,946,PEAK
CaptivAte～浄化～,A,93.51,94.28,65.22,0,0,113.73,1243,CHORD
Catch Me,N,35.89,41.42,36.16,0,0,6.85,405,PEAK
Catch Me,H,60.08,60,80.06,0,0,34.64,678,SCRATCH
Catch Me,A,81.98,77.14,91.69,0,0,79.61,925,SCRATCH
月光,N,38.41,37.14,21.52,0,0,17.37,455,NOTES
月光,H,75.97,65.71,32.59,0,0,48.34,900,NOTES
月光,A,105.18,95.71,53.51,0,0,108.9,1246,CHORD
Under the Sky,N,35.93,35.71,17.72,0,0,17.83,458,NOTES
Under the Sky,H,55.71,67.14,21.72,0,0,53.29,710,PEAK
Under the Sky,A,68.66,85.71,21.72,0,0,70.26,875,PEAK
Xepher,N,46.1,54.28,28.82,0,0,23.63,571,PEAK
